t,x_q,z_q,beta,xd_q,zd_q,betad
0.0,-2.0,2.0,0.34906585039896854,0.0,0.0,-5.817877707577978e-13
0.004380475594493116,-1.9999999996035955,1.999999999780072,0.34906585167901344,3.6167396162604523e-07,-2.006202499326175e-07,1.1663999731211689e-06
0.008760951188986232,-1.9999999936785229,1.9999999964955337,0.34906587070737227,2.881419100665188e-06,-1.5967603136779982e-06,9.232998459016052e-06
0.013141426783479349,-1.9999999681035499,1.9999999823312495,0.34906595234240734,9.684495448475172e-06,-5.361478705619486e-06,3.0832049625980624e-05
0.017521902377972465,-1.9999998995257835,1.99999994438686,0.349066169862345,2.2860597933870417e-05,-1.2643518890243411e-05,7.23077777995148e-05
0.02190237797246558,-1.9999997555159104,1.9999998647828416,0.34906662371381014,4.4464107485494416e-05,-2.4567515650102557e-05,0.00013972104961186546
0.026282853566958697,-1.99999949472234,1.9999997207656655,0.349067440280768,7.651434141145982e-05,-4.223420075691869e-05,0.00023885401868350075
0.030663329161451813,-1.9999990670242545,1.9999994848120515,0.34906877067374986,0.00012099580305625634,-6.672060794582408e-05,0.0003752147422547273
0.03504380475594493,-1.999998413683563,1.9999991247323314,0.34907078953924164,0.00017985843073492643,-9.908027719274221e-05,0.0005540417697674509
0.039424280350438046,-1.9999974674957703,1.9999986037729167,0.3490736938891099,0.00025501784594450863,-0.00014034345829490725,0.0007803087033970804
0.04380475594493116,-1.9999961529397583,1.9999978807178742,0.3490777019499443,0.000348355600852749,-0.00019151731375452295,0.0010587287305345752
0.04818523153942428,-1.9999943863264844,1.9999969099896182,0.3490830520321936,0.00046171942506407983,-0.0002535861209655602,0.0013937591282186354
0.052565707133917394,-1.999992075946603,1.9999956417487157,0.3490900014189701,0.0005969234716628661,-0.0003275114737036939,0.0017896057395180363
0.05694618272841051,-1.9999891222170063,1.9999940219928118,0.34909882527440356,0.0007557485625339209,-0.0004142324829193788,0.0022502274218641036
0.06132665832290363,-1.9999854178262968,1.9999919926546756,0.34910981557141757,0.0009399424329602866,-0.0005146659768340645,0.0027793404673333356
0.06570713391739674,-1.999980847879189,1.9999894916993741,0.34912328003880844,0.0011512199754982852,-0.0006297067003395489,0.0033804229948801658
0.07008760951188986,-1.9999752900398395,1.9999864532205698,0.3491395411275028,0.0013912634831298371,-0.0007602275137004714,0.00405671931451987
0.07446808510638298,-1.9999686146741218,1.9999828075359545,0.34915893499587,0.0016617228916920449,-0.0009070795905599457,0.004811244263461616
0.07884856070087609,-1.999960684990833,1.9999784812818118,0.34918181051396857,0.001964216021584048,-0.001071092615248329,0.0056467875141916575
0.08322903629536921,-1.9999513571818481,1.999973397506722,0.34920852828660215,0.002300328818751144,-0.0012530749793951343,0.006565917854506671
0.08760951188986232,-1.9999404805612195,1.9999674757644041,0.34923945969506226,0.002671615594946175,-0.0014538139778440774,0.007570987439497234
0.09198998748435544,-1.9999278977032229,1.9999606322057015,0.34927498595743606,0.0030795992672681886,-0.001674076003871267,0.008664136015481449
0.09637046307884856,-1.9999134445793587,1.999952779669714,0.3493154972073549,0.0035257715969783574,-0.0019146067437065303,0.009847295115888713
0.10075093867334167,-1.9998969506943078,1.9999438277740818,0.3493613915910616,0.004011593427593175,-0.002176131370357881,0.011122192229093622
0.10513141426783479,-1.9998782392208458,1.9999336830044179,0.34941307438267355,0.004538494922254912,-0.0024593547367391224,0.012490354938200022
0.1095118898623279,-1.999857127133718,1.999922248802899,0.34947095711751847,0.005107875800379353,-0.0027649615681005937,0.013953115032775227
0.11389236545682102,-1.9998334253424823,1.999909425656014,0.34953545674341985,0.005721105573580775,-0.0030936166537630532,0.015511612592534313
0.11827284105131414,-1.999806938823316,1.9998951111814738,0.3496069947898102,0.006379523780874227,-0.0034459650381546973,0.01716680004297465
0.12265331664580725,-1.9997774667497985,1.9998792002142867,0.3496859965545472,0.007084440223155055,-0.0038226322111513298,0.018919446182960507
0.12703379224030037,-1.9997448026226645,1.999861584892,0.3497728903083123,0.0078371351969557,-0.004224224297719654,0.020770140184257813
0.13141426783479349,-1.9997087343985376,1.9998421547391148,0.3498681065164676,0.008638859727479757,-0.004651328246863713,0.02271929556301907
0.1357947434292866,-1.9996690446176422,1.999820796750673,0.3499720770782474,0.009490835800913335,-0.005104512019874479,0.02476715412321845
0.14017521902377972,-1.9996255105305027,1.9997973954750197,0.35008523458316354,0.010394256596013621,-0.005584324777882557,0.026913789872036905
0.14455569461827283,-1.9995779042236264,1.99977183309575,0.3502080115844998,0.011350286714974787,-0.00609129706871405,0.02915911290719762
0.14893617021276595,-1.9995259927441769,1.9997439895128346,0.3503408398897738,0.012360062413571099,-0.006625941013049551,0.03150287327625142
0.15331664580725907,-1.9994695382236458,1.999713742422932,0.3504841498680424,0.013424691830577339,-0.00718875048988628,0.033944664807812414
0.15769712140175218,-1.999408298000514,1.9996809673988944,0.3506383697739285,0.014545255216466468,-0.007780201321303356,0.036483928914743786
0.1620775969962453,-1.9993420247419171,1.999645537968458,0.3508039250882468,0.015722805161384586,-0.008400751456530211,0.0391199583692937
0.16645807259073842,-1.9992704665643146,1.999607325692135,0.3509812378751038,0.016958366822403103,-0.009050841155318148,0.0418519010501814
0.17083854818523153,-1.99919336715316,1.9995662002403016,0.35117072615535166,0.018252938150048272,-0.009730893170615009,0.04467876366163325
0.17521902377972465,-1.9991104658815864,1.9995220294694864,0.35137280329627024,0.01960749011410786,-0.010441312930543045,0.04759941542436935
0.17959949937421776,-1.9990214979281005,1.9994746794978644,0.3515878774173582,0.021022966928715234,-0.011182488719679841,0.05061259173853976
